strategy_id	strategy_name	strategy_description	strategy_answerset_id
2442	"De schouders ophalen"	"dat doet men ofwel om te betekenen dat men een zaak niet genoeg kent om ja of nee te zeggen, ofwel om zijn misgenoegen of zijn verachting over iets zonder woorden uit te drukken"	Brugs
2443	"De handen dokken"	"zich de handen om het lijf slaan om het warm te krijgen"	Brugs
2444	"De kaarten schaffelen"	"door elkaar mengen, verkappelen, schudden"	Brugs
2445	"De kaarten steken"	"onder 't kappelen de azen, de heren enzovoort bij elkaar steken"	Brugs
2446	"De huiden strooien"	"dezelve uit de boenkuip overbrengen in de strooikuip"	Brugs
2447	"De keers uitblazen"	"het schaap zijn, de uil van het spel zijn"	Brugs
2448	"De oogen weten"	"als er stille tranen in blinken, als zij vochtig staan, hetzij van droefheid of anderszins"	Brugs
2449	"Den zegen zeggen"	"het gebed zeggen voor de maaltijd"	Brugs
2450	"De ijzers keeren"	sterven	Brugs
2451	"De brieven rooven"	"de brievenbus legen"	Brugs
2452	"Het langste koordeken trekken"	"tot het laatste moment wachten"	Brugs
2453	"De blauwe schorte uitsteken"	"kermis houden in de afwezigheid van de huismeesters"	Brugs
2454	"De volle gause hebben"	"de volle maat hebben, de overvloed hebben"	Brugs
2455	"Den bonten stier scheren"	"uitgelaten zijn, woelig en losbandig zijn, drinken en slempen"	Brugs
2456	"Een geschut afdoppen"	"losbranden door de lont aan te steken"	Brugs
2457	"Eenen weg aftellen"	afstappen	Brugs
2458	"Eenen vijver/gracht afzetten"	"er het water vanaf trekken of uitslaan"	Brugs
2459	"Een stoffe ajieren"	"bevoelen of ze goed is"	Brugs
2460	"Een koe ajieren"	"met de hand overtasten"	Brugs
2461	"Een vrucht ajieren"	"al de zorg aan besteden die zij vereist om wel te lukken"	Brugs
2462	"Een hoofstede/molen ajieren"	"bestieren en in zijn voordeel gebruiken"	Brugs
2463	"Een peerd ajieren"	"het paard wel besturen, oefenen, berijden"	Brugs
2464	"Een kind/jongen ajieren"	"in tucht en orde brengen, tot orde en goede zeden opleiden"	Brugs
2465	"Eene informatie/inkwest beleeden"	"een gerechtelijk onderzoek doen, de getuigen ondervragen en horen wegens een zaak"	Brugs
2466	"Eenen blik beleggen"	"runderen op een weide hebben om daar vet te doen worden"	Brugs
2467	"Eenen blik breken/scheuren"	"hem omploegen en in zaailand veranderen"	Brugs
2468	"Eenen blik deringen"	"den dering, die eronder ligt, uitgraven"	Brugs
2469	"Eenen muur verwen/kalken/witten/zwarten"	"er een verw (verf), kalk, witsel, zwartsel aan strijken"	Brugs
2470	"Eene spijs citroenen/peperen/suikeren/zouten"	"als conserveringsmethode (overvloedig) met citroen, peper, suiker, zout bestrooien, inwrijven of vermengen"	Brugs
2471	"Een put gooren/baggeren"	"er het slijk uithalen"	Brugs
2472	"Een zwijn kelen"	"de keel afsteken"	Brugs
2473	"Eenen boom schorsen"	ontschorsen	Brugs
2474	"Eenen akker slekken"	"baggeren, riemen"	Brugs
2475	"Eene plant toppen"	"haar top uitknijpen"	Brugs
2476	"Eene naalde draden"	"er een draad in steken"	Brugs
2477	"Een dak drijven"	"een drijfdak maken"	Brugs
2478	"Een ei ophebben"	"iemand die verlegen of beteuterd is"	Brugs
2479	"Een gat maken om een ander te stoppen"	"een schuld maken om een ander te dekken"	Brugs
2480	"Een gespe trekken"	"vooral als men teleurgesteld is"	Brugs
2481	"Een glas trekken"	"op de gemelde manier het zeepziedsel beproeven"	Brugs
2482	"Een tukje/tukske gaan halen (elders) OF een tukje/tukske doen"	"een poosje slapen"	Brugs
2483	"Een handje toesteken"	"hulp bieden"	Brugs
2484	"Een helletje vlooien"	"wordt gevoegd achter de woorden Proprietaris, Baron, Kozijn enzovoort in de zin van: het algemeen in ernstige stijl uitgedrukt door het zogenaamde"	Brugs
2485	"Eenen hoorn/een hoorntje doen"	"een pijpje roken"	Brugs
2486	"Eenen hoed ijken"	"hem bummen, er een kwade vrouw in slaan"	Brugs
2487	"Een lijk inhalen"	"gezegd van priesters die in kerkgewaad een lijk tegemoet gaan om het dan onder gebeden en gezangen in de kerk te leiden"	Brugs
2488	"Een kindje kadotteren"	"pijkepokken, op een stoel zittende weg en weder wiegen"	Brugs
2489	"Eenen steenoven kolen"	"er de nodige steenkolen in strooien om de karelen te bakken"	Brugs
2490	"Een kop (op) hebben"	"stijfhoofdig, koppig zijn"	Brugs
2491	"Eenen boom korten"	"het bul in klossen zgen, de stam tussen het eersgat en het topeinde in blokken zagen, om dan die blokken of klossen te vermaken in kloefen, in klephout enzovoort"	Brugs
2492	"Een kotteringe geven/krijgen"	"een pak slagen"	Brugs
2493	"Eene flesch/eene pint/een glas kuischen"	"ledigen, uitdrinken"	Brugs
2494	"Een kwinte scheren"	"kijven en schelden"	Brugs
2495	"Eene akkervrucht lappen"	"er de ijdele plaatsen van aanvullen met gewas van dezelfde of van een andere soort"	Brugs
2496	"Een koe lee'n"	"naar den stier leiden"	Brugs
2497	"Een handje leenen"	"hulp geven"	Brugs
2498	"Eene bollebaan leggen"	"de baan effen rakelen en hem klaarmaken om te spelen"	Brugs
2499	"Een schamel leggen"	"bij hoveniers, boeren enzovoort. Een erk land tochten en slechten en gereedmaken om bezaaid en beplant te worden"	Brugs
2500	"Eenen vloek leggen"	"een vloekwoord of blasphemie braken"	Brugs
2501	"Eenen liem geven"	"aan iets lullen, er een woord van reppen, iets te verstaan geven"	Brugs
2502	"Eenen lonte scheren"	"iets in het verborgen doen dat niet geweten mag zijn, een donkermis doen, smuigen"	Brugs
2503	"Eene keerse luchten"	"een brandende kaars houden opdat men beter ziet"	Brugs
2504	"Een druppelken lullen"	"een borrel drinken"	Brugs
2505	"Een man worden"	"door fortuin of geleerdheid een man van gezag worden"	Brugs
2506	"Eenen man stellen"	"een plaatsvervanger kopen voor den krijgsdienst"	Brugs
2507	"Een koetje melken"	"veel profijt en winste weten te krijgen uit iemand of uit iets"	Brugs
2508	"Een mes in de mouw hebben"	"wordt gezegd van iemand die, trouweloos en wreedaardig, onmiddellijk wraak neemt"	Brugs
2509	"Een misse doen/begaan"	"een keemle schieten"	Brugs
2510	"Een mondje doen"	"lustig eten, smullen"	Brugs
2511	"Eene haag opbinden"	"de stammen langs bandroeden vastbinden, omdat de omheining goed samengesloten opgroeit"	Brugs
2512	"Een kindje opdoen"	inzwachtelen	Brugs
2513	"Eenen paander dragen/medehebben"	"wordt gezegd van iemand die, uit vleierij en eigenbelang, naar een geestelijke over wereldlijke overheid gaat om alles over te dragen wat er gebeurt"	Brugs
2514	"Eenen weg palsaten"	"een slijkweg dwars beleggen met sparren of eiken stukken, opdat er de wagens kunnen rijden"	Brugs
2515	"Eenen pekkel draaien"	"een grove misslag begaan tegen de taal, in het spreken, schrijven of zingen"	Brugs
2516	"Een lampte pinten"	"er een wiek in steken of olie in gieten"	Brugs
2517	"Eenen post pakken/nemen/gaan"	"zich spoeden"	Brugs
2518	"Een register trekken"	"een gezondheid drinken, een heildronk instellen"	Brugs
2519	"Een anderen register trekken"	"op een andere manier te werk gaan, van doenswijs veranderen"	Brugs
2520	"Een konijn rekken"	"het bij de kop en de achterpoten zodanig uitrekken dat het ervan doodgaat"	Brugs
2521	"Een baantje ridderen"	"een ijsbaantje slieren, een ijsbaantje maken door te slieren uit tijdverdrijf"	Brugs
2522	"Eenen rinkel doen"	"een toer doen, een ronde doen"	Brugs
2523	"Een potje roeren"	"een limonade maken van rode en witte wijn met suiker en citroensap, samengemengd in een kom"	Brugs
2524	"Eene rotse smijten om eenen snoek te vangen"	"iets geven om iets anders van meer waarde te krijgen"	Brugs
2525	"Een runselken slaan"	"pannenkoeken bakken"	Brugs
2526	"Eenen savel aanhebben"	"dronken zijn"	Brugs
2527	"Een scheeve geven/krijgen"	"een averechts antwoord geven of krijgen, dat kwade luim of misgenoegen te kennen geeft"	Brugs
2528	"Eene scheeve loopen"	"een blauwe scheen lopen, er kaal van thuis komen"	Brugs
2529	"Een scheeve afloopen/afgaan"	"een dwaasheid uitkramen, iets door waar men schande van haalt"	Brugs
2530	"Eenen schenetuk krijgen"	"een tegenslag hebben, zijn onderneming mislukt zien"	Brugs
2531	"Eene touw/koorde scheren"	"ze op een toestel van katrollen schikken en spannen om zware gewichten op te hijsen"	Brugs
2532	"Eenen draad scheren"	"bij schoenmakers, een dun snoertje maken van omtrent twee ellen lang, met  enige garendraden streks samen te voegen, zodanig dat de ene langer is dan de andere en het snoertje dunner is op de uieinden dan in het midden"	Brugs
2533	"Een kwinte scheren"	"kijven en krakelen"	Brugs
2534	"Eenen blik/klaverij scheuren"	"omploegen en in bouwland veranderen"	Brugs
2535	"Eene hofstede scheuren"	"dezelve schenden, hetzij met een kalsijde, een ijzeren weg of een vaart te leiden door haar akkers, hetzij er twee of drie kleine hostedekens van te maken"	Brugs
2536	"Eene krane schuren"	"met amarilpoeder de tap gedurig wenden en draaien totdat hij in de kas van de kraan dicht past en sluit"	Brugs
2537	"Eenen temper slaan"	"meelbloem beslaan en er een dun deeg van maken om wafels of palullen te bakken"	Brugs
2538	"Een kluchtje slaan/doen/zeggen/vertellen"	"eenen kwinkslag geven"	Brugs
2539	"Eenen schoof snuiten"	"er de afhangende vezelinge en steetelinge met de vingers afsnuiten van een lee of boot vlas"	Brugs
2540	"Een wezentje springen"	"de droefheid of de teleurstelling in het gelaat laten zien"	Brugs
2541	"Eenen haze staan"	"hem afwachten"	Brugs
2542	"Eene vore stekken"	"met de spade zulk een vore delven die men stekvore noemt"	Brugs
2543	"Eenen muur stoffeeren"	"de voegen dichtstrijken, met moortel aanvullen"	Brugs
2544	"Eenen knop stroppen"	"bij kleermakers: een schijf van hout of metaal in een stukje lijnwaad, laken, enzovoort, insluiten en vastnaaien"	Brugs
2545	"Eene tunne sturten"	"een ton bier geheel aftrekken en verbezigen om de vaten van een brouwte op te vullen"	Brugs
2546	"Eenen tik hebben"	"niet goed bij het verstand zijn"	Brugs
2547	"Eene scheur toesteken"	"dicht maken door overhands eerst in de ene zoom en dan in de andere zoom voortdurend een voorsteek te steken"	Brugs
2548	"Eenen uil vangen"	"een kemel schieten, in een onderneming mislukken"	Brugs
2549	"Een kind uitdoen"	"het wegdoen uit het ouderlijk huis om het bij andere lieden te doen kweken, opvoeden en leren"	Brugs
2550	"Een kleed uitleggen"	"verwijden of verlangen door de inleg (of de omgeslagen zoom) ervan uit te laten en in het kleed aan te brengen"	Brugs
2551	"Een ploegvore uitmaken"	"de vore, die de ploeg gegraven heeft, dieper uitdelven met de spade"	Brugs
2552	"Eenen dijk/gracht uitmaken"	"een oude gracht, die min of meer is ingezakt of met onkruid en zand vervuld is, wederom uitdelven en in een behoorlijke stand herstellen"	Brugs
2553	"Een zweer uitsteken"	"ze opensteken om de etter eruit te laten"	Brugs
2554	"Eenen borstel uitstrijken"	"hem uitzuiveren van de verfstof die erin kleeft door hem ergens overheen te strijken"	Brugs
2555	"Een land uitzanden"	"mijnen, de laag zand of zavel die onder de koornaarde ligt, uitgraven"	Brugs
2556	"Eenen draad uitzwieren"	"een draad die geschoren is, met een meermaals herhaalde zwaai door het pek halen dat men in de hand houdt, zodat die draad aan de uiteinden verdunt en overal effen en strak is"	Brugs
2557	"Een kruisken en een vaantje geven/krijgen"	"wordt gezegd van de heilwens of het vaarwel bij de afreis of de scheiding"	Brugs
2558	"Eenen biezwerm vaten"	"een zwerm die - de bijenkorf ontvlogen - aan een boomtak hangt, afschudden in een ijdel korf of ander vat en hem zo opnieuw vangen"	Brugs
2559	"Eene vellie koopen/meêdragen"	"bedrogen worden, zich iets laten wijsmaken"	Brugs
2560	"Eenen weg verblenden"	"dempen, onbruikbaar maken, doen verdwijnen"	Brugs
2561	"Eenen pachter doen verdierzen"	"de pacht verhogen, een grotere pachtsom eisen"	Brugs
2562	"Eene landkaart verdoeken"	"er de rug van beplakken en versterken met een stuk lijnwaad of katoen"	Brugs
2563	"Eene roote versmooren"	"het ruwe vlas ter rooting onderwater dompelen door er een steen of ander gewicht op te laden"	Brugs
2564	"Een kindje verzekeren"	"een pasgeboren kind, dat gevaar loopt te sterven, dopen zonder plechtigheden"	Brugs
2565	"Eenen visch vangen"	"in het water vallen, zich nat treden in een waterplas"	Brugs
2566	"Een peerd vlieschen"	"hem de staart afknotten, blokstaarten"	Brugs
2567	"Een tronkwilge vlieschen"	"haar takken en twijgen afhouwen"	Brugs
2568	"Eene akkervrucht weren"	"ze van de akker wegvoeren"	Brugs
2569	"Eenen wribbel overslaan"	"het gewribbelde deel van de draad buitenlaten uit de kant, het niet verwerken"	Brugs
2570	"Een wulvetje doen"	"een ruime maaltijd doen, eens lustig smullen"	Brugs
2571	"Een zante aardbezien/braambeziën"	"een hoeveelheid zulke beziën geplukt aan de struiken"	Brugs
2572	"Een mes/scheers zetten"	"het fijn slijpen en wetten zodat het goed snijdt"	Brugs
2573	"Een lijk zinken"	"het ter aarde bestellen"	Brugs
2574	"Eenen grachten boômen"	"er het slijk uit graven totdat men aan de vaste grond of de bodem komt"	Brugs
2575	"Eene straat meêwerken"	"ze volgen"	Brugs
2576	"Eene matras verslaan"	"de wol ervan met roeden geselen, als zij vast ineen gedrongen is van het teveel beslapen zijn, om ze weer los en mollig te maken"	Brugs
2577	"Een (besmettelijke) ziekte betrapen"	"ervan aangedaan worden"	Brugs
2578	"Een drooge keel/droogen lever hebben"	"genegen zijn tot de drank, veel drinken"	Brugs
2579	"Eenen langen end spinnen"	"lang leven"	Brugs
2580	"Eenen kwalijken asem geven"	"zieltogen, de laatste snik geven"	Brugs
2581	"Eenen hoogen/ouden top scheren"	"lang leven"	Brugs
2582	"Eenen breeden rik hebben"	"veel kunnen verdragen"	Brugs
2583	"Eenen armen man verketelbuischen"	"hem geheel in nieuwe kleren steken"	Brugs
2584	"Vlas ajieren"	"door de hand overtasten"	Brugs
2585	"Boter ajieren"	"dezelve goed kneden, bewerken en opschikken om ze te verkopen"	Brugs
2586	"Moortel ajieren"	"hem zorgvuldig ommeren en doorwerken zodat hij goed is voor het metselen"	Brugs
2587	"Beslag maken"	"wind maken, in woorden en handelingen zich groots en verwaand tonen"	Brugs
2588	"Ongrui betrapen"	"ongedierte krijgen door in een arm huisje te gaan"	Brugs
2589	"Ezel zitten"	"in school op straf zitten op een klein bankje, omdat men de les niet kent"	Brugs
2590	"Fut geven"	"met kracht en driftig geweld te werk gaan"	Brugs
2591	"Haagsken planten"	"gaan spelen in plaats van naar school te gaan"	Brugs
2592	"Hagemutte stekken"	"gaan spelen in plaats van naar school te gaan"	Brugs
2593	"Stap en half gaan"	"met grote schreden, spoedig aanstappen"	Brugs
2594	"Hennevleesch worden"	huiveren	Brugs
2595	"Hoekske zoeken"	"haarkloven, kibbelen"	Brugs
2596	"Kaadje/Kaaike schoppen"	"kalle schoppen, hinkelen"	Brugs
2597	"Kallemalij slaan"	"voor knoezelvoeten"	Brugs
2598	"Kroois keeren"	"interest betalen van geleend geld"	Brugs
2599	"Klinke trappelen"	"de voet stellen op de voeg van de samengeschoven einden van twee planken die op schragen of bulsterhouten los liggen"	Brugs
2600	"Krepee/Fut/Lament/Snoer/Peper enzovoort geven"	"met driftig geweld in werking zijn"	Brugs
2601	"Lavei/Lawei steken"	"ophouden met werken, niet meer willen werken behalve op zekere voorwaarden om een hoger loon af te dwingen of om het achterstallige week- of maandgeld te krijgen"	Brugs
2602	"Lament geven"	"met driftig geweld te werk gaan"	Brugs
2603	"Leentje loopen"	"iets dat gedurig van de ene aan de andere uitgeleend wordt"	Brugs
2604	"Lonte geven"	"met drift en geweld iets verrichten"	Brugs
2605	"Lucht steken"	"de voorgevels van de huizen verlichten met kaarsen of kleurglaasjes ter gelegenheid van een feest"	Brugs
2606	"Mostaard eten"	"voor een mindere prijs verkopen dan eerst aangeboden was"	Brugs
2607	"Nest dragen"	"wordt gezegd van vogels die met hooi, wol, haar, pluimen, enzovoort in de bek vliegen om hun nest te maken"	Brugs
2608	"Prijs opgeven"	"iets laten varen of verzaken, geen kans zien om te lukken"	Brugs
2609	"Pandoer geven/krijgen"	"slagen geven of krijgen"	Brugs
2610	"Land/akkerland scheuren"	"het schenden door er een kalsijde, een ijzeren weg, een vaart door te leiden"	Brugs
2611	"Ale/beèr slaan"	"vloeibaar mest gieten op de akker"	Brugs
2612	"Broed steken"	"wordt gezegd van de bijen die de honing bebroeden om nieuwe bijtjes voort te brengen"	Brugs
2613	"Stuk geven"	"pas geven, te pas komen"	Brugs
2614	"Bier uithalen"	"naar de herberg halen om thuis te drinken"	Brugs
2615	"Wijn versteken"	"van het ene stuk overtappen in een ander"	Brugs
2616	"Vuur spuwen"	"van spijt, gramschap"	Brugs
2617	"Wieltje smijten"	"het lichaam over armen en benen doen voorttuimelen zoals een molen"	Brugs
2618	"Tabak aansteken"	"de afgepulkte tabakbladeren op een wisse of snoer spitten om ze te drogen te hangen"	Brugs
2619	"Aardappel konkelen"	"ze met de kazakke zonder water in een pot op het vuur zetten en ze zo nu en dan omroeren totdat ze zacht en gaar zijn"	Brugs
2620	"Pampierke dansen"	"?'dancing in the rope als fast as possible'"	Brugs
2621	"Garen pertsen"	"bij garenreders"	Brugs
2622	"Hommel plokken"	"de takjes van hommelbellen aftrekken om ze dan op de ast te drogen"	Brugs
2623	"Plompaard spelen"	"bij zwemmers: hoog in het water springen en dompelen"	Brugs
2624	"Praal houden"	"een prachtig feest houden"	Brugs
2625	"Reek houden"	"achter elkaar in een rij staan of gaan, in een rij aaneenhouden"	Brugs
2626	"Reke schuiven"	"reek houden, sprekend van personen die in een rij aan de biechtstoel zitten en gedurig opschuiven naar mate gebiecht is"	Brugs
2627	"Rooie smijten/schieten"	"schreve schieten, met een stuk geld of andere schijf om naast een reef te werpen die in grond getrokken is"	Brugs
2628	"Schene steken"	"aanstappen, voortschrijden, neerstig zijn"	Brugs
2629	"Schuit spelen"	"schampavie spelen, zich wegmaken, wegvluchten"	Brugs
2630	"Ijzer slaan"	"gezegd van een trompe"	Brugs
2631	"Sneê geven"	"met kracht en ijver te werk gaan"	Brugs
2632	"Snoer geven"	"fut geven, krepé geven"	Brugs
2633	"Leêr/Leêrke/Leêrtje steken"	"door arglistige woorden trachten anderen tegen elkaar misgenoegd te maken of hun misgenoegen te vermeerderen"	Brugs
2634	"Baantje steken"	"op een ijsbaan sledderen"	Brugs
2635	"Streke geven"	"effen zijn, in orde zijn, iets voltrokken hebben, alles vereffend hebben en bereid zijn om iets anders te beginnen"	Brugs
2636	"Stroodje trekken"	"geselecteerd worden voor een ongewenste taak"	Brugs
2637	"Tale noch teken geven"	"geen teken van leven geven, dood zijn of dood schijnen"	Brugs
2638	"Touwtje springen"	"koorddansen, in de bocht springen"	Brugs
2639	"Troef uitgaan"	"hard tegen iemand uitvaren, zijn misgenoegen of verontwaardiging lucht geven"	Brugs
2640	"Dering uitroeden"	"de uitgekapte dering, die de kanters op orde gesteld hebben, uitmeten in delen van een roede vierkant, om aan iedere werkman zijn verdiende deel te geven"	Brugs
2641	"Te wille en te vermane zijn"	"altijd bereid zijn om iemand dienst te bewijzen als hij het verzoekt, enkel de vraag afwachten om eraan te voldoen"	Brugs
2642	"Verstand gebruiken"	"met rede te werk gaan"	Brugs
2643	"Noch vim noch vierke roeren"	"niet de minste beweging doen"	Brugs
2644	"Kremp geven"	"zwichten, onderdoen"	Brugs
