sentence_id	original	translation	gloss	grammaticality	sentence_answerset_id	sentence_strategy_id
805	"Hij werd niet under de gaanzen oetbrödt."			ok	Drents	412
806	"Is hij niet under de gaanzen oetbrödt? Nee, under de gaanzen is hij zeker niet oetbrödt!"			ok	Drents	412
807	"Hij maakt de kop gek"			*	Drents	417
808	"Hij maakt heur kop gek"			%	Drents	417
809	"Hij maakt heur heur kop gek"			*	Drents	417
810	"Iemand vroeg me of ze hem de kop gek maakte. Nou, de kop maakte ze hem zeker gek."			%	Drents	417
811	"Iemand vroeg me of ze hem de kop gek maakte. Nou, de kop gek maakte ze hem zeker."			*	Drents	417
812	"Zij verdreeit de kop"			*	Drents	420
813	"Zij verdreeit zien kop"			*	Drents	420
814	"Zij verdreeit hem zien kop"			%	Drents	420
815	"Iemand vroeg of zij hem de kop verdreeit. Nou, de kop verdreeit zij hem zeker."			*	Drents	420
816	"Iemand vroeg of zij hem de kop verdreeit. Nou, hem verdreeit ze zeker de kop."			*	Drents	420
817	"Hij schrobt de hoed vol"			*	Drents	421
818	"Hij schrobt heur hoed vol"			*	Drents	421
819	"Hij schrobt heur heur hoed vol"			%	Drents	421
820	"Iemand vroeg of hij heur de hoed volschrobt. Nou, de hoed schrobt hij heur zeker vol."			%	Drents	421
821	"Iemand vroeg of hij heur de hoed volschrobt. Nou, heur schrobt hij zeker de hoed vol."			%	Drents	421
822	"Hij gooit der de bongel in"			ok	Drents	422
823	"Hij gooit der die bongel in"			*	Drents	422
824	"Een bongel wur der in gooid door hem"			%	Drents	422
825	"Hij gooide der een vervelende bongel in"			*	Drents	422
826	"Hij gooide der een knoestige bongel in"			*	Drents	422
827	"Hij gooit er zien bongel in"			%	Drents	422
828	"Hij probeerde het feestje op allerlei manieren te verpesten. Hij maakte de uitnodigingen kwijt, hij belde de catering af, bestelde de verkeerde hapjes… Hij gooit der elke bongel in!"			*	Drents	422
829	"Gooit hij der 'n bongel in? Ja, 'n bongel gooit hij der altied in!"			%	Drents	422
830	"Hij steekt hem de piek"			*	Drents	424
831	"Hij steekt hem die piek"			*	Drents	424
832	"Een piek wur heur door hem gestoken"			*	Drents	424
833	"Hij steekt heur een gemene piek"			*	Drents	424
834	"Hij steekt heur een puntige piek"			*	Drents	424
835	"Hij steekt hem zien piek"			*	Drents	424
836	"Hij haalt voortdurend geintjes uit met zien zus. Dan laat hij heur struikelen, dan weer doet hij of hij iemand anders is aan de telefoon  - hij steekt heur echt elke piek!"			*	Drents	424
837	"Steekt hij heur een piek? Ja, een piek steekt hij heur altied!"			*	Drents	424
838	"Hij mag het gien woord hebben"			*	Drents	432
839	"Hij kan het gien woord hebben"			%	Drents	432
840	"Hij zou het gien woord hebben"			%	Drents	432
841	"Hij zal het gien woord hebben"			%	Drents	432
842	"Hij had het gien woord"			*	Drents	432
843	"Wilde hij het gien woord hebben? Jazeker, het gien woord wil hij altied hebben!"			%	Drents	432
844	"Het wur door hem in de hoozen zakt"			*	Drents	442
845	"'t zakte hem in de hoozen"			ok	Drents	442
846	"Is 't 'm in de hoozen zakt? Ja, in de hoozen is 't 'm altied zakt"			ok	Drents	442
847	"Hij loopt zich zien gat oet de hengen"			*	Drents	466
848	"Hij loopt zich zien gat oet zien hengen"			*	Drents	466
849	"Hij loopt zich 't gat oet zien hengen"			%	Drents	466
850	"Iemand vroeg me of hij zich 't gat oet de hengen leup. Nou, 't gat leup hij zich zeker oet de hengen."			*	Drents	466
851	"Nou, 't gat oet de hengen leup hij zich zeker."			*	Drents	466
852	"Hij kriegt die ketel an 't gat"			*	Drents	468
853	"De ketel was/wur door hem an 't gat gekriegen"			*	Drents	468
854	"Hij kriegt de onverwachte ketel an 't gat"			?*	Drents	468
855	"Hij kriegt een ketel an 't gat"			*	Drents	468
856	"Hij kriegt de koperen ketel an 't gat"			*	Drents	468
857	"Hij kriegt zien ketel an 't gat"			*	Drents	468
858	"Zien baan bij de bakker, zien bijbaantje als postbode, zien werk in het café: hij kreeg elke ketel an 't gat"			*	Drents	468
859	"Kriegt hij de ketel an 't gat? Ja, de ketel krieg hij zeker an 't gat! / Ja, de ketel an 't gat kriegt hij zeker! / Ja, an 't gat kriegt hij de ketel zeker!"			%	Drents	468
860	"Hij dreit die pokkel er bijlangs"			*	Drents	471
861	"De pokkel wur er door hem bijlangs dreit"			*	Drents	471
862	"Hij dreit de luie pokkel er bijlangs"			?*	Drents	471
863	"Hij dreit een pokkel er bijlangs"			*	Drents	471
864	"Hij dreit de bruinverbrande pokkel er bijlangs"			*	Drents	471
865	"Hij dreit zien pokkel er bijlangs"			ok	Drents	471
866	"Die klus vorige week, al dat werk van gisteren: hij dreit elke pokkel er bijlangs!"			*	Drents	471
867	"Ja, bijlangs dreit hij de pokkel er altied"			*	Drents	471
868	"Dreit hij de pokkel er bijlangs? Ja, de pokkel dreit hij er altied bijlangs"			ok	Drents	471
869	"Hij dreit zien pokkel er bijlangs"			%	Drents	471
870	"Hij dreit zich de pokkel er bijlangs"			*	Drents	471
871	"Hij dreit zich zien pokkel er bijlangs"			*	Drents	471
872	"Iemand vroeg me of de pokkel er bijlangs dreit. Nou, er bijlangs dreit de pokkel zeker."			*	Drents	471
873	"Hij hef schrok in zien maog"			Unknown	Drents	498
874	"Iemand vroeg mij of hij schrok in de maog hef. Wel, schrok in de maog hef hij zeker."			Unknown	Drents	498
875	"Hij trekt die pet in d'oogen"			*	Drents	505
876	"De pet wordt door hem in d'oogen trokken"			%	Drents	505
877	"Hij trekt de beschaamde pet in d'oogen"			*	Drents	505
878	"Hij trekt een pet in d'oogen"			*	Drents	505
879	"Hij trekt de blauwe pet in d'oogen"			*	Drents	505
880	"Hij trekt zien pet in d'oogen"			ok	Drents	505
881	"Toen hij struikelde, toen hij een fout antwoord gaf, toen hij een wind liet – hij trok elke pet in d'oogen!"			*	Drents	505
882	"Trekt hij de pet in d'oogen? Ja, in d'oogen trekt hij de pet altied! / Ja, de pet trekt hij altied in d'oogen!"			*	Drents	505
883	"Hij zal de pet in d'oogen trekken"			ok	Drents	505
884	"Hij trok de pet in d'oogen"			ok	Drents	505
885	"Trekt hij de pet in d'oogen? Ja, in d'oogen trekt hij de pet altied! / Ja, de pet trekt hij altied in d'oogen!"			*	Drents	505
886	"Er wur door hem uut de tied kommen"			*	Drents	550
887	"Hij kwam uut de tied"			?*	Drents	550
888	"Is hij uut de tied kommen? Ja, uut de tied is hij zeker kommen!"			*	Drents	550
889	"Vroeger zat zien vader aaltied achter de pet, en nu zit hai zelf achter die pet."			*	Gronings	603
890	"Hai zit bij iedere maaltijd achter pet."			ok	Gronings	603
891	"Vroeger zat zien vader aaltied achter pet, en nu zit hai zelf achter die pet."			*	Gronings	603
892	"Vroeger zat zien vader aaltied achter pet, en nu zit hai zelf achter zien pet."			%	Gronings	603
893	"Er werd deur hom achter pet zeten."			%	Gronings	603
894	"Hai zit achter (de) dankbare pet."			*	Gronings	603
895	"Hai zit bij iedere maaltijd achter een pet."			*	Gronings	603
896	"Hai zit achter (de) rode pet."			*	Gronings	603
897	"Vroeger zat zien vader aaltied achter de pet, en nu zit hai zelf achter zien pet."			%	Gronings	603
898	"Voor het ontbijt, bij de lunch en het diner: hai zit achter elke pet."			*	Gronings	603
899	"Zat hai achter pet? Ja, achter pet zit hai bij iedere maaltijd!"			%	Gronings	603
900	"Vroeger hield zien vader aaltied wat geld achter hand, en nu houdt hai zelf wat geld achter die hand."			*	Gronings	606
901	"Hai hield wat geld achter hand."			ok	Gronings	606
902	"'t Geld werd deur hom achter hand houden."			ok	Gronings	606
903	"Hai hield het geld achter (de) veilige hand."			*	Gronings	606
904	"Hai hield wat geld achter een hand."			*	Gronings	606
905	"Hai hield het geld achter (de) klamme hand."			*	Gronings	606
906	"Vroeger hield zien vader aaltied wat geld achter hand, en nu houdt hai zelf wat geld achter zien hand."			*	Gronings	606
907	"Het geld dat hai verdiende, dat hai geërfd had, dat hai won met de loterij: hai hield het achter elke hand."			*	Gronings	606
908	"Hield hai wat achter hand? Ja, achter hand houdt hai aaltied wat!"			%	Gronings	606
909	"Hai zel op zien achterste pooten stoan."			ok	Gronings	608
910	"Er goat deur hom op zien achterste pooten stoan worden"			*	Gronings	608
911	"Denk je dat hai op zien achterste pooten goat stoan? Ja, op zien achterste pooten goat hai aaltied stoan!"			%	Gronings	608
912	"Zij mout met hom aiden en plougen."			%	Gronings	614
913	"Zij wil met hom aiden en plougen."			%	Gronings	614
914	"Zij zol met hom aiden en plougen."			%	Gronings	614
915	"Met hom kon deur haar aid en plougd worden."			%	Gronings	614
916	"Zij zel met hom aiden en plougen."			%	Gronings	614
917	"Zij aide en plougde met hom."			%	Gronings	614
918	"Ja, met elkaar kennen zie wis aiden en plougen!"			%	Gronings	614
919	"Kennen zie met elkaar aiden en plougen? Ja, aiden en plougen kennen zie wis met elkaar!"			%	Gronings	614
920	"Vroeger lag zien broer aan grond, en nu ligt hai zelf aan die grond."			*	Gronings	622
921	"Zien broer lag aan grond."			?	Gronings	622
922	"Er werd/is deur hom aan grond leid."			*	Gronings	622
923	"Hai ligt aan (de) arme grond."			*	Gronings	622
924	"Hai ligt aan (de) zwarte grond."			*	Gronings	622
925	"Vroeger lag zien broer aan grond, en nu ligt hai aan zien grond."			*	Gronings	622
926	"Hai is ontsloagen, het al zien spaargeld vergokt, en zien vrouw is bij hom weg: hai ligt aan elke grond."			*	Gronings	622
927	"Ligt hai aan grond? Ja, aan grond ligt hai wis!"			*	Gronings	622
928	"Hai mag 'r tegen bosseln."			%	Gronings	634
929	"Hai mout tegen die wind bosseln."			ok	Gronings	634
930	"Hai ken 'r tegen bosseln."			ok	Gronings	634
931	"Hai wil 'r tegen bosseln."			ok	Gronings	634
932	"Hai zol 'r tegen bosseln."			%	Gronings	634
933	"Er mout tegen bosseld worden deur hom."			%	Gronings	634
934	"Hai zel 'r tegen bosseln."			%	Gronings	634
935	"Hai bosselde 'r tegen."			ok	Gronings	634
936	"Mout hai 'r tegen bosseln? Ja, daartegen mout hai wis bosseln!"			%	Gronings	634
937	"Mout hai 'r tegen bosseln? Ja, daar mout hai wis tegen bosseln!"			ok	Gronings	634
938	"Hai mout gain bijn an grond kriegen."			%	Gronings	640
939	"Hai wil gain bijn an grond kriegen."			%	Gronings	640
940	"Hai zol gain bijn an grond kriegen."			%	Gronings	640
941	"Gain bijn werd an grond kriegen (deur hom)."			%	Gronings	640
942	"Hai zel gain bijn an grond kriegen."			ok	Gronings	640
943	"Hai kriegt gain bijn an grond."			ok	Gronings	640
944	"Ken hai gain bijn an grond kriegen? Nee, gain bijn ken hai an grond kriegen!"			%	Gronings	640
945	"Nee, an grond ken hai gain bijn kriegen!"			%	Gronings	640
946	"Hai is mit verkeerde bijn oet 't ber stapt."			*	Gronings	646
947	"Hai is mit verkeerde bijn oet ber stapt."			%	Gronings	646
948	"Hai is mit verkeerde bijn oet z'n ber stapt."			*	Gronings	646
949	"Hai is mit 't verkeerde bijn oet ber stapt."			%	Gronings	646
950	"Hai is mit z'n verkeerde bijn oet 't ber stapt."			*	Gronings	646
951	"Hai is mit z'n verkeerde bijn oet ber stapt."			%	Gronings	646
952	"Hai is mit z'n verkeerde bijn oet z'n ber stapt."			*	Gronings	646
953	"Hai is mit 't verkeerde bijn oet z'n ber stapt."			*	Gronings	646
954	"Zij vroeg mie of hai weer mit 't verkeerde bijn oet ber stapt is. Ja, mit 't verkeerde bijn is hai wis weer oet ber stapt!"			%	Gronings	646
955	"Zij vroeg mie of hai weer mit 't verkeerde bijn oet ber stapt is. Ja, mit 't verkeerde bijn oet ber is hai wis weer stapt!"			%	Gronings	646
956	"'k ga 't wel flikken. (alt. future)"			%	Gronings	652
957	"'k zel dat kerwaai wel even flikken!"			%	Gronings	652
958	"'t zal wel flikt worden deur mie."			*	Gronings	652
959	"'k flik dat kerwaai wel even!"			%	Gronings	652
960	"Zulst 't flikken? Ja, flikken zel 'k 't wis!"			*	Gronings	652
961	"Hai vroeg mie 't hemd van gat."			*	Gronings	655
962	"Hai vroeg 't hemd van 't gat."			*	Gronings	655
963	"Hai vroeg 't hemd van gat."			*	Gronings	655
964	"Hai vroeg mien hemd van 't gat."			%	Gronings	655
965	"Hai vroeg mien hemd van gat."			*	Gronings	655
966	"Hai vroeg mien hemd van mien gat."			%	Gronings	655
967	"Hai vroeg 't hemd van mien gat."			%	Gronings	655
968	"Hai vroeg mie mien hemd van 't gat."			%	Gronings	655
969	"Hai vroeg mie mien hemd van gat."			*	Gronings	655
970	"Hai vroeg mie 't hemd van mien gat."			%	Gronings	655
971	"Zij vroeg of hai mie 't hemd van mien gat vroeg. Ja, 't hemd vraagt hai mie aaltied van 't gat."			%	Gronings	655
972	"Zij vroeg of hai mie 't hemd van mien gat vroeg. Ja, 't hemd van 't gat vraagt hai mie aaltied."			%	Gronings	655
973	"Zien vader kon 't gras aaltied wassen heuren, en nu ken hai dat gras heuren wassen."			%	Gronings	670
974	"Zien vader kon gras heuren wassen."			%	Gronings	670
975	"Het gras ken deur hom wassen heurd worden."			*	Gronings	670
976	"Hai ken 't koppige gras heuren wassen."			*	Gronings	670
977	"Hai ken 't groene gras heuren wassen."			*	Gronings	670
978	"Zien vader kon 't gras aaltied wassen heuren, en nu ken hai zien gras heuren wassen."			%	Gronings	670
979	"Hai weet het altijd beter als het om politiek gaat, over geld, over het huishouden: hai ken elk gras heuren wassen."			*	Gronings	670
980	"Kon hai 't gras wassen heuren? Ja, 't gras kon hai wis heuren wassen!"			%	Gronings	670
981	"Hai mout 't gras heuren wassen."			*	Gronings	670
982	"Hai wil 't gras heuren wassen."			*	Gronings	670
983	"Hai zol 't gras heuren wassen."			*	Gronings	670
984	"Hai zel 't gras heuren wassen."			%	Gronings	670
985	"Hai heurt 't gras wassen."			ok	Gronings	670
986	"Jan heeft 'n grote bult stront om hakken, maar Kees het pas echt de bult stront om hakken."			*	Gronings	681
987	"Jan heeft 'n grote bult stront om hakken, maar Kees het nog meer die bult stront om hakken."			*	Gronings	681
988	"Hai heeft grote bult stront om hakken."			*	Gronings	681
989	"Hai het 'n bult trotse stront om hakken."			*	Gronings	681
990	"Hai het 'n bult stinkende stront om hakken."			*	Gronings	681
991	"Er is 'n bult stront om hakken had deur hom."			*	Gronings	681
992	"Jan heeft 'n grote bult stront om hakken, maar Kees het nog meer zien bult stront om hakken."			*	Gronings	681
993	"Hai vertelt overal hoe rijk hai is, hoe slim en hoe goed – hai het echt elke bult stront om hakken!"			*	Gronings	681
994	"Het hai 'n bult stront om hakken? Ja, 'n bult stront het hai wis om hakken!"			%	Gronings	681
995	"Hai zat mie dicht op hoed."			ok	Gronings	694
996	"Hai zat dicht op de hoed."			*	Gronings	694
997	"Hai zat dicht op hoed."			*	Gronings	694
998	"Hai zat dicht op mien hoed."			%	Gronings	694
999	"Hai zat mie dicht op mien hoed."			%	Gronings	694
1000	"Zij vroeg of hai mie dicht op hoed zat. Ja, dicht zit hai mie aaltied op hoed."			*	Gronings	694
1001	"Zij vroeg of hai mie dicht op hoed zat. Ja, dicht op hoed zit hai mie aaltied."			*	Gronings	694
1002	"Den goan mie de koezen nait meer jeuken."			%	Gronings	711
1003	"De koezen zellen mie dan nait meer jeukt worden."			*	Gronings	711
1004	"Den jeuken mie de koezen nait meer."			ok	Gronings	711
1005	"Zellen de koezen oe den nait meer jeuken? Nee, de koezen zellen mie den nait meer jeuken!"			%	Gronings	711
1006	"'t hangt mie keel oet."			%	Gronings	714
1007	"'t hangt de keel oet."			*	Gronings	714
1008	"'t hangt keel oet."			*	Gronings	714
1009	"'t hangt mien keel oet."			%	Gronings	714
1010	"'t hangt mie mien keel oet."			%	Gronings	714
1011	"Zij vroeg of 't mie de keel oethangt. Ja, de keel hangt 't mie echt oet."			%	Gronings	714
1012	"Zij vroeg of 't mie de keel oethangt. Ja, de keel oet hangt 't mie echt."			*	Gronings	714
1013	"Men mag hom de woorden oet keel hoalen."			%	Gronings	715
1014	"Men ken hom de woorden oet keel hoalen."			*	Gronings	715
1015	"Men wil hom de woorden oet keel hoalen."			?*	Gronings	715
1016	"Men zol hom de woorden oet keel hoalen."			%	Gronings	715
1017	"De woorden mouten hom deur mie oet keel hoald worden."			%	Gronings	715
1018	"Men zel hom de woorden oet keel hoalen."			*	Gronings	715
1019	"Men hoalde hom de woorden oet keel."			%	Gronings	715
1020	"Mout men hom de woorden oet keel hoalen? Ja, de woorden mout men hom aaltied oet keel hoalen!"			%	Gronings	715
1021	"Ja, oet keel mout men hom de woorden aaltied hoalen!"			%	Gronings	715
1022	"Hai mout nait tot vief tellen."			*	Gronings	720
1023	"Hai wil nait tot vief tellen"			*	Gronings	720
1024	"Hai zol nait tot vief tellen."			*	Gronings	720
1025	"Er ken nait tot vief teld worden (deur hom)."			*	Gronings	720
1026	"Hai zel nait tot vief tellen."			*	Gronings	720
1027	"Hai telt nait tot vief."			*	Gronings	720
1028	"Ken hai nait tot vief tellen? Nee, tot vief ken hai nait tellen."			%	Gronings	720
1029	"Nee, tot vief tellen ken hai nait."			%	Gronings	720
1030	"Meestal geef ik Kees op zien kop, maar nu ga ik Jan op de kop geven"			%	Gronings	732
1031	"Meestal geef ik Kees op zien kop, maar nu ga ik Jan op kop geven"			%	Gronings	732
1032	"Meestal geef ik Kees op zien kop, maar nu ga ik op de kop van Jan geven"			*	Gronings	732
1033	"Meestal geef ik Kees op zien kop, maar nu ga ik op Jans kop geven"			*	Gronings	732
1034	"Gisteren teunde Keesje 'n kop, en vandaag teunde hai wéér de kop."			%	Gronings	736
1035	"Gisteren teunde Keesje 'n kop, en vandaag teunde hai wéér die kop."			%	Gronings	736
1036	"Hai teunde kop."			*	Gronings	736
1037	"Er werd deur dat kind 'n kop teund."			ok	Gronings	736
1038	"Dat kind teunt mie 'n brutale kop."			*	Gronings	736
1039	"Dat kind teunt mie 'n rooie kop."			*	Gronings	736
1040	"Gisteren teunde Keesje 'n kop, en vandaag teunde hai wéér zien kop."			%	Gronings	736
1041	"Toen hai spruutjes eten mòt, toen hai naar bèr mòt – Keesje teunde elke kop."			*	Gronings	736
1042	"Het dat kind doe weer 'n kop teund? Ja, 'n kop teunt hai mie aaltied!"			?*	Gronings	736
1043	"Vorige week liep het heur man om de kop, maar nu lopt het heur om die kop."			*	Gronings	739
1044	"Vorige week liep het heur man om kop, maar nu lopt het heur om kop."			ok	Gronings	739
1045	"Vorige week liep het heur man om kop, maar nu lopt het heur om die kop."			*	Gronings	739
1046	"Vorige week liep het heur man om kop, maar nu lopt het heur om heur kop."			%	Gronings	739
1047	"Het werd heur om kop lopen (deur hom)."			*	Gronings	739
1048	"Het lopt hom om (de) drukke kop."			*	Gronings	739
1049	"Het lopt heur om een kop."			*	Gronings	739
1050	"Het lopt hom om (de) bolle kop."			*	Gronings	739
1051	"Vorige week liep het heur man om de kop, maar nu lopt het heur om heur kop."			%	Gronings	739
1052	"Het is druk op heur werk, de kinderen binnen ziek, en nu ook haar moeder: het lopt heur om elke kop."			*	Gronings	739
1053	"Lopt 't hom om kop? Ja, om kop lopt 't hom aaltied!"			?*	Gronings	739
